Scenario,Region,Sector,Sub-Sector,Species,Units,Year,ems,Source,GWP20,GWP100
Striving,INDO_PLUS,off-road,TRA_OT_CNS,ch4,kt,2020,31.220271275375,WTT,2.5756723802184376,0.9303640840061751
Striving,INDO_PLUS,off-road,TRA_OT_AGR,ch4,kt,2020,22.198982601250002,WTT,1.831416064603125,0.6615296815172501
Striving,INDO_PLUS,off-road,TRA_OT_RAI,ch4,kt,2020,0.0,WTT,0.0,0.0
Striving,INDO_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2020,7.404801269792065,WTT,0.6108961047578454,0.22066307783980355
Striving,JAPA_WHOL,off-road,TRA_OT_CNS,ch4,kt,2020,32.353836344375004,WTT,2.669191498410938,0.9641443230623752
Striving,JAPA_WHOL,off-road,TRA_OT_AGR,ch4,kt,2020,40.855574361875,WTT,3.3705848848546878,1.217496115983875
Striving,JAPA_WHOL,off-road,TRA_OT_RAI,ch4,kt,2020,1.6058838477500004,WTT,0.13248541743937503,0.04785533866295001
Striving,JAPA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2020,7.232959890113347,WTT,0.5967191909343511,0.21554220472537775
Striving,KORE_AALL,off-road,TRA_OT_CNS,ch4,kt,2020,10.627172521875,WTT,0.8767417330546875,0.31668974115187504
Striving,KORE_AALL,off-road,TRA_OT_AGR,ch4,kt,2020,3.11730393975,WTT,0.25717757502937505,0.09289565740455001
Striving,KORE_AALL,off-road,TRA_OT_RAI,ch4,kt,2020,1.086333191125,WTT,0.08962248826781251,0.032372729095525
Striving,KORE_AALL,off-road,TRA_OT_OTHER,ch4,kt,2020,2.882248595520329,WTT,0.23778550913042718,0.08589100814650581
Striving,LAME_REST,off-road,TRA_OT_CNS,ch4,kt,2020,59.37047048887501,WTT,4.898063815332188,1.7692400205684753
Striving,LAME_REST,off-road,TRA_OT_AGR,ch4,kt,2020,45.342602760000005,WTT,3.7407647277000007,1.351209562248
Striving,LAME_REST,off-road,TRA_OT_RAI,ch4,kt,2020,0.614014412375,WTT,0.0506561890209375,0.018297629488775002
Striving,LAME_REST,off-road,TRA_OT_OTHER,ch4,kt,2020,2.913492482734642,WTT,0.24036312982560795,0.08682207598549234
Striving,MEXI_WHOL,off-road,TRA_OT_CNS,ch4,kt,2020,10.863331911249999,WTT,0.896224882678125,0.32372729095524994
Striving,MEXI_WHOL,off-road,TRA_OT_AGR,ch4,kt,2020,41.7529800415,WTT,3.4446208534237504,1.2442388052367002
Striving,MEXI_WHOL,off-road,TRA_OT_RAI,ch4,kt,2020,5.1955065662500015,WTT,0.42862929171562514,0.15482609567425004
Striving,MEXI_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2020,0.03124388721431251,WTT,0.0025776206951807824,0.0009310678389865128
Striving,MIDD_EAST,off-road,TRA_OT_CNS,ch4,kt,2020,22.907460769374996,WTT,1.8898655134734372,0.6826423309273749
Striving,MIDD_EAST,off-road,TRA_OT_AGR,ch4,kt,2020,44.350733324625004,WTT,3.658935499281563,1.321651853073825
Striving,MIDD_EAST,off-road,TRA_OT_RAI,ch4,kt,2020,0.0,WTT,0.0,0.0
Striving,MIDD_EAST,off-road,TRA_OT_OTHER,ch4,kt,2020,3.8820529863783295,WTT,0.3202693713762122,0.11568517899407423
Striving,OCEA_WHOL,off-road,TRA_OT_CNS,ch4,kt,2020,29.897778694875,WTT,2.4665667423271875,0.8909538051072751
Striving,OCEA_WHOL,off-road,TRA_OT_AGR,ch4,kt,2020,38.02166168937501,WTT,3.136787089373438,1.1330455183433754
Striving,OCEA_WHOL,off-road,TRA_OT_RAI,ch4,kt,2020,17.47579481375,WTT,1.441753072134375,0.52077868544975
Striving,OCEA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2020,8.795154250828972,WTT,0.7256002256933901,0.2620955966747034
Striving,RUSS_PLUS,off-road,TRA_OT_CNS,ch4,kt,2020,119.73281041312501,WTT,9.877956859082813,3.5680377503111256
Striving,RUSS_PLUS,off-road,TRA_OT_AGR,ch4,kt,2020,40.808342484,WTT,3.36668825493,1.2160886060232001
Striving,RUSS_PLUS,off-road,TRA_OT_RAI,ch4,kt,2020,23.710402693249996,WTT,1.9561082221931247,0.7065700002588499
Striving,RUSS_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2020,14.106615077262099,WTT,1.1637957438741233,0.42037712930241056
Striving,SAFR_WHOL,off-road,TRA_OT_CNS,ch4,kt,2020,10.816100033375001,WTT,0.8923282527534376,0.32231978099457503
Striving,SAFR_WHOL,off-road,TRA_OT_AGR,ch4,kt,2020,11.80796946875,WTT,0.9741574811718751,0.35187749016875003
Striving,SAFR_WHOL,off-road,TRA_OT_RAI,ch4,kt,2020,1.7948113592500001,WTT,0.148071937138125,0.05348537850565001
Striving,SAFR_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2020,2.936925398145376,WTT,0.24229634534699349,0.0875203768647322
Striving,SOEA_ASIA,off-road,TRA_OT_CNS,ch4,kt,2020,30.181169962125,WTT,2.4899465218753125,0.899398864871325
Striving,SOEA_ASIA,off-road,TRA_OT_AGR,ch4,kt,2020,59.653861756125,WTT,4.921443594880313,1.777685080332525
Striving,SOEA_ASIA,off-road,TRA_OT_RAI,ch4,kt,2020,7.7460279715,WTT,0.6390473076487501,0.23083163355070002
Striving,SOEA_ASIA,off-road,TRA_OT_OTHER,ch4,kt,2020,7.607886536685096,WTT,0.6276506392765204,0.22671501879321587
Striving,SOUA_REST,off-road,TRA_OT_CNS,ch4,kt,2020,10.485476888250002,WTT,0.8650518432806251,0.31246721126985005
Striving,SOUA_REST,off-road,TRA_OT_AGR,ch4,kt,2020,7.7932598493750005,WTT,0.6429439375734376,0.23223914351137503
Striving,SOUA_REST,off-road,TRA_OT_RAI,ch4,kt,2020,9.210216185625,WTT,0.7598428353140626,0.27446444233162504
Striving,SOUA_REST,off-road,TRA_OT_OTHER,ch4,kt,2020,1.6246821351442506,WTT,0.1340362761494007,0.04841552762729867
Striving,TURK_WHOL,off-road,TRA_OT_CNS,ch4,kt,2020,0.7084781681250002,WTT,0.05844944887031252,0.021112649410125004
Striving,TURK_WHOL,off-road,TRA_OT_AGR,ch4,kt,2020,15.728215332375001,WTT,1.2975777649209377,0.46870081690477505
Striving,TURK_WHOL,off-road,TRA_OT_RAI,ch4,kt,2020,1.0391013132500002,WTT,0.08572585834312502,0.03096521913485001
Striving,TURK_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2020,2.351102512877016,WTT,0.19396595731235383,0.07006285488373509
Striving,UKRA_PLUS,off-road,TRA_OT_CNS,ch4,kt,2020,1.5586519698749999,WTT,0.1285887875146875,0.046447828702275
Striving,UKRA_PLUS,off-road,TRA_OT_AGR,ch4,kt,2020,29.56715554975,WTT,2.4392903328543754,0.88110123538255
Striving,UKRA_PLUS,off-road,TRA_OT_RAI,ch4,kt,2020,0.3306231451250003,WTT,0.027276409472812523,0.00985256972472501
Striving,UKRA_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2020,0.07810971803578125,WTT,0.006444051737951953,0.002327669597466281
Striving,USAM_WHOL,off-road,TRA_OT_CNS,ch4,kt,2020,76.42117840175,WTT,6.304747218144374,2.27735111637215
Striving,USAM_WHOL,off-road,TRA_OT_AGR,ch4,kt,2020,146.371589534625,WTT,12.075656136606563,4.361873368131826
Striving,USAM_WHOL,off-road,TRA_OT_RAI,ch4,kt,2020,155.251182575125,WTT,12.808222562447813,4.626485240738726
Striving,USAM_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2020,128.11555952228846,WTT,10.5695336605888,3.8178436737641963
Striving,WEST_EURO,off-road,TRA_OT_CNS,ch4,kt,2020,59.79555738975,WTT,4.933133484654375,1.7819076102145501
Striving,WEST_EURO,off-road,TRA_OT_AGR,ch4,kt,2020,82.79748191487501,WTT,6.830792257977189,2.467364961063275
Striving,WEST_EURO,off-road,TRA_OT_RAI,ch4,kt,2020,18.184272981875,WTT,1.5002025210046874,0.5418913348598751
Striving,WEST_EURO,off-road,TRA_OT_OTHER,ch4,kt,2020,16.621747998014257,WTT,1.3712942098361762,0.49532809034082487
Striving,AFRI_EAST,off-road,TRA_OT_CNS,ch4,kt,1990,1.7003476035,WTT,0.14027867728875001,0.0506703585843
Striving,AFRI_EAST,off-road,TRA_OT_AGR,ch4,kt,1990,1.3224925805000003,WTT,0.10910563789125002,0.03941027889890001
Striving,AFRI_EAST,off-road,TRA_OT_RAI,ch4,kt,1990,0.614014412375,WTT,0.0506561890209375,0.018297629488775002
Striving,AFRI_EAST,off-road,TRA_OT_OTHER,ch4,kt,1990,0.6326887160898285,WTT,0.052196819077410854,0.01885412373947689
Striving,AFRI_NORT,off-road,TRA_OT_CNS,ch4,kt,1990,15.444824065125001,WTT,1.2741979853728127,0.4602557571407251
Striving,AFRI_NORT,off-road,TRA_OT_AGR,ch4,kt,1990,5.337202199875,WTT,0.4403191814896875,0.159048625556275
Striving,AFRI_NORT,off-road,TRA_OT_RAI,ch4,kt,1990,0.141695633625,WTT,0.0116898897740625,0.004222529882025001
Striving,AFRI_NORT,off-road,TRA_OT_OTHER,ch4,kt,1990,0.48428025182184387,WTT,0.039953120775302116,0.014431551504290948
Striving,AFRI_WEST,off-road,TRA_OT_CNS,ch4,kt,1990,2.408825771625,WTT,0.1987281261590625,0.07178300799442501
Striving,AFRI_WEST,off-road,TRA_OT_AGR,ch4,kt,1990,2.55052140525,WTT,0.210418015933125,0.07600553787645001
Striving,AFRI_WEST,off-road,TRA_OT_RAI,ch4,kt,1990,2.6449851610000006,WTT,0.21821127578250005,0.07882055779780002
Striving,AFRI_WEST,off-road,TRA_OT_OTHER,ch4,kt,1990,1.0232373062687348,WTT,0.08441707776717063,0.030492471726808298
Striving,ASIA_STAN,off-road,TRA_OT_CNS,ch4,kt,1990,20.30970748625,WTT,1.675550867615625,0.60522928309025
Striving,ASIA_STAN,off-road,TRA_OT_AGR,ch4,kt,1990,12.233056369625,WTT,1.0092271504940624,0.36454507981482503
Striving,ASIA_STAN,off-road,TRA_OT_RAI,ch4,kt,1990,6.659694780375,WTT,0.5494248193809375,0.198458904455175
Striving,ASIA_STAN,off-road,TRA_OT_OTHER,ch4,kt,1990,0.20308526689303133,WTT,0.016754534518675087,0.006051940953412334
Striving,BRAZ_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,1.4169563362500002,WTT,0.11689889774062502,0.04222529882025
Striving,BRAZ_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,37.691038544250006,WTT,3.1095106799006254,1.1231929486186503
Striving,BRAZ_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,7.604332337875,WTT,0.6273574178746875,0.226609103668675
Striving,BRAZ_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,4.413199069021643,WTT,0.36408892319428554,0.13151333225684497
Striving,CANA_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,14.878041530625001,WTT,1.2274384262765627,0.44336563761262504
Striving,CANA_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,21.632200066750002,WTT,1.7846565055068753,0.6446395619891501
Striving,CANA_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,29.37822803825,WTT,2.423703813155625,0.87547119553985
Striving,CANA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,4.163247971307142,WTT,0.34346795763283927,0.12406478954495284
Striving,CEAM_REST,off-road,TRA_OT_CNS,ch4,kt,1990,13.13046204925,WTT,1.083263119063125,0.39128776906765
Striving,CEAM_REST,off-road,TRA_OT_AGR,ch4,kt,1990,6.517999146749999,WTT,0.537734929606875,0.19423637457315
Striving,CEAM_REST,off-road,TRA_OT_RAI,ch4,kt,1990,0.1889275115,WTT,0.01558651969875,0.005630039842700001
Striving,CEAM_REST,off-road,TRA_OT_OTHER,ch4,kt,1990,1.4997065862870005,WTT,0.12372579336867755,0.04469125627135261
Striving,CENT_EURO,off-road,TRA_OT_CNS,ch4,kt,1990,16.8145485235,WTT,1.3872002531887502,0.5010735460003001
Striving,CENT_EURO,off-road,TRA_OT_AGR,ch4,kt,1990,56.01700715975,WTT,4.621403090679375,1.66930681336055
Striving,CENT_EURO,off-road,TRA_OT_RAI,ch4,kt,1990,20.640330631375,WTT,1.7028272770884376,0.6150818528149751
Striving,CENT_EURO,off-road,TRA_OT_OTHER,ch4,kt,1990,0.7967191239649691,WTT,0.06572932772710995,0.02374222989415608
Striving,CHIN_PLUS,off-road,TRA_OT_CNS,ch4,kt,1990,28.716981748000002,WTT,2.36915099421,0.8557660560904001
Striving,CHIN_PLUS,off-road,TRA_OT_AGR,ch4,kt,1990,161.485790454625,WTT,13.322577712506563,4.812276555547825
Striving,CHIN_PLUS,off-road,TRA_OT_RAI,ch4,kt,1990,7.982187360875001,WTT,0.6585304572721875,0.23786918335407503
Striving,CHIN_PLUS,off-road,TRA_OT_OTHER,ch4,kt,1990,1.5309504735013133,WTT,0.12630341406385834,0.04562232411033914
Striving,INDI_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,8.59620177325,WTT,0.709186646293125,0.25616681284285
Striving,INDI_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,9.965926231625001,WTT,0.8221889141090626,0.296984601702425
Striving,INDI_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,22.198982601250002,WTT,1.831416064603125,0.6615296815172501
Striving,INDI_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,1.0622921652866255,WTT,0.0876391036361466,0.031656306525541446
Striving,INDO_PLUS,off-road,TRA_OT_CNS,ch4,kt,1990,10.67440439975,WTT,0.880638362979375,0.31809725111255
Striving,INDO_PLUS,off-road,TRA_OT_AGR,ch4,kt,1990,10.202085621,WTT,0.8416720637325,0.30402215150580003
Striving,INDO_PLUS,off-road,TRA_OT_RAI,ch4,kt,1990,0.0,WTT,0.0,0.0
Striving,INDO_PLUS,off-road,TRA_OT_OTHER,ch4,kt,1990,0.6717435751077189,WTT,0.055418844946386804,0.020017958538210024
Striving,JAPA_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,48.97945735637499,WTT,4.040805231900937,1.4595878292199749
Striving,JAPA_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,14.500186507625001,WTT,1.1962653868790627,0.43210555792722505
Striving,JAPA_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,4.439796520250001,WTT,0.36628321292062505,0.13230593630345
Striving,JAPA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,5.475491234308268,WTT,0.4517280268304321,0.16316963878238638
Striving,KORE_AALL,off-road,TRA_OT_CNS,ch4,kt,1990,7.509868582125001,WTT,0.6195641580253125,0.22379408374732504
Striving,KORE_AALL,off-road,TRA_OT_AGR,ch4,kt,1990,15.350360309375,WTT,1.2664047255234374,0.45744073721937506
Striving,KORE_AALL,off-road,TRA_OT_RAI,ch4,kt,1990,4.156405253,WTT,0.3429034333725,0.12386087653939999
Striving,KORE_AALL,off-road,TRA_OT_OTHER,ch4,kt,1990,1.6715479659657195,WTT,0.13790270719217188,0.04981212938577844
Striving,LAME_REST,off-road,TRA_OT_CNS,ch4,kt,1990,15.397592187250002,WTT,1.2703013554481253,0.4588482471800501
Striving,LAME_REST,off-road,TRA_OT_AGR,ch4,kt,1990,21.82112757825,WTT,1.800243025205625,0.65026960183185
Striving,LAME_REST,off-road,TRA_OT_RAI,ch4,kt,1990,0.991869435375,WTT,0.08182922841843751,0.029557709174175002
Striving,LAME_REST,off-road,TRA_OT_OTHER,ch4,kt,1990,1.2028896577510315,WTT,0.09923839676446011,0.03584611180098075
Striving,MEXI_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,4.8648834211250005,WTT,0.40135288224281257,0.14497352594952503
Striving,MEXI_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,17.050707912875,WTT,1.4066834028121875,0.5081110958036751
Striving,MEXI_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,9.446375575000001,WTT,0.7793259849375,0.28150199213500005
Striving,MEXI_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,0.046865830821468765,WTT,0.0038664310427711734,0.0013966017584797691
Striving,MIDD_EAST,off-road,TRA_OT_CNS,ch4,kt,1990,51.38828312800001,WTT,4.239533358060001,1.5313708372144004
Striving,MIDD_EAST,off-road,TRA_OT_AGR,ch4,kt,1990,46.75955909625,WTT,3.8576636254406256,1.39343486106825
Striving,MIDD_EAST,off-road,TRA_OT_RAI,ch4,kt,1990,0.23615938937500003,WTT,0.0194831496234375,0.007037549803375001
Striving,MIDD_EAST,off-road,TRA_OT_OTHER,ch4,kt,1990,1.390352981036907,WTT,0.11470412093554484,0.04143251883489983
Striving,OCEA_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,11.619041957250001,WTT,0.958570961473125,0.3462474503260501
Striving,OCEA_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,14.027867728875004,WTT,1.1572990876321878,0.41803045832047514
Striving,OCEA_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,8.454506139625,WTT,0.6974967565190625,0.251944282960825
Striving,OCEA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,2.9759802571632674,WTT,0.24551837121596956,0.08868421166346538
Striving,RUSS_PLUS,off-road,TRA_OT_CNS,ch4,kt,1990,29.56715554975,WTT,2.4392903328543754,0.88110123538255
Striving,RUSS_PLUS,off-road,TRA_OT_AGR,ch4,kt,1990,163.37506556962504,WTT,13.478442909494067,4.868576953974826
Striving,RUSS_PLUS,off-road,TRA_OT_RAI,ch4,kt,1990,89.173785428,WTT,7.35683729781,2.6573788057544
Striving,RUSS_PLUS,off-road,TRA_OT_OTHER,ch4,kt,1990,36.23509819679894,WTT,2.989395601235912,1.0798059262646085
Striving,SAFR_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,5.620593467125,WTT,0.46369896103781255,0.16749368532032502
Striving,SAFR_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,10.721636277625,WTT,0.8845349929040626,0.31950476107322506
Striving,SAFR_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,3.4479270848750008,WTT,0.28445398450218756,0.10274822712927502
Striving,SAFR_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,0.8592068983935942,WTT,0.07088456911747153,0.02560436557212911
Striving,SOEA_ASIA,off-road,TRA_OT_CNS,ch4,kt,1990,23.049156403,WTT,1.9015554032475002,0.6868648608094001
Striving,SOEA_ASIA,off-road,TRA_OT_AGR,ch4,kt,1990,22.151750723375006,WTT,1.827519434678438,0.6601221715565752
Striving,SOEA_ASIA,off-road,TRA_OT_RAI,ch4,kt,1990,1.747579481375,WTT,0.14417530721343752,0.052077868544975
Striving,SOEA_ASIA,off-road,TRA_OT_OTHER,ch4,kt,1990,0.0078109718035781275,WTT,0.0006444051737951956,0.0002327669597466282
Striving,SOUA_REST,off-road,TRA_OT_CNS,ch4,kt,1990,0.85017380175,WTT,0.07013933864437501,0.02533517929215
Striving,SOUA_REST,off-road,TRA_OT_AGR,ch4,kt,1990,5.053810932625001,WTT,0.41693940194156254,0.15060356579222503
Striving,SOUA_REST,off-road,TRA_OT_RAI,ch4,kt,1990,5.242738444125001,WTT,0.43252592164031256,0.15623360563492503
Striving,SOUA_REST,off-road,TRA_OT_OTHER,ch4,kt,1990,0.8123410675721253,WTT,0.06701813807470035,0.024207763813649336
Striving,TURK_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,0.8029419238750002,WTT,0.06624270871968752,0.023927669331475006
Striving,TURK_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,22.104518845500003,WTT,1.8236228047537502,0.6587146615959001
Striving,TURK_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,3.11730393975,WTT,0.25717757502937505,0.09289565740455001
Striving,TURK_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,0.6717435751077189,WTT,0.055418844946386804,0.020017958538210024
Striving,UKRA_PLUS,off-road,TRA_OT_CNS,ch4,kt,1990,14.500186507625001,WTT,1.1962653868790627,0.43210555792722505
Striving,UKRA_PLUS,off-road,TRA_OT_AGR,ch4,kt,1990,51.71890627312499,WTT,4.266809767532812,1.5412234069391249
Striving,UKRA_PLUS,off-road,TRA_OT_RAI,ch4,kt,1990,18.845519272125003,WTT,1.5547553399503127,0.5615964743093251
Striving,UKRA_PLUS,off-road,TRA_OT_OTHER,ch4,kt,1990,2.1323953023768287,WTT,0.1759226124460884,0.0635453800108295
Striving,USAM_WHOL,off-road,TRA_OT_CNS,ch4,kt,1990,122.56672308562501,WTT,10.111754654564063,3.6524883479516257
Striving,USAM_WHOL,off-road,TRA_OT_AGR,ch4,kt,1990,122.9918099865,WTT,10.146824323886252,3.6651559375977003
Striving,USAM_WHOL,off-road,TRA_OT_RAI,ch4,kt,1990,151.66155985662502,WTT,12.512078688171565,4.519514483727426
Striving,USAM_WHOL,off-road,TRA_OT_OTHER,ch4,kt,1990,148.78339091455618,WTT,12.274629750450885,4.433745049253774
Striving,WEST_EURO,off-road,TRA_OT_CNS,ch4,kt,1990,105.421551417,WTT,8.6972779919025,3.1415622322266006
Striving,WEST_EURO,off-road,TRA_OT_AGR,ch4,kt,1990,178.11141146662501,WTT,14.694191445996562,5.307720061705426
Striving,WEST_EURO,off-road,TRA_OT_RAI,ch4,kt,1990,39.1079948805,WTT,3.2264095776412502,1.1654182474389
Striving,WEST_EURO,off-road,TRA_OT_OTHER,ch4,kt,1990,24.409286886181654,WTT,2.0137661681099863,0.7273967492082134
Striving,AFRI_EAST,off-road,TRA_OT_CNS,ch4,kt,2025,12.847070782000003,WTT,1.0598833395150002,0.3828427093036001
Striving,AFRI_EAST,off-road,TRA_OT_AGR,ch4,kt,2025,0.991869435375,WTT,0.08182922841843751,0.029557709174175002
Striving,AFRI_EAST,off-road,TRA_OT_RAI,ch4,kt,2025,1.4169563362500002,WTT,0.11689889774062502,0.04222529882025
Striving,AFRI_EAST,off-road,TRA_OT_OTHER,ch4,kt,2025,0.8045300957685471,WTT,0.06637373290090515,0.023974996853902704
Striving,AFRI_NORT,off-road,TRA_OT_CNS,ch4,kt,2025,30.370097473625002,WTT,2.5055330415740626,0.9050289047140251
Striving,AFRI_NORT,off-road,TRA_OT_AGR,ch4,kt,2025,32.731691367375,WTT,2.7003645378084373,0.975404402747775
Striving,AFRI_NORT,off-road,TRA_OT_RAI,ch4,kt,2025,1.936506992875,WTT,0.15976182691218752,0.057707908387675005
Striving,AFRI_NORT,off-road,TRA_OT_OTHER,ch4,kt,2025,2.1323953023768287,WTT,0.1759226124460884,0.0635453800108295
Striving,AFRI_WEST,off-road,TRA_OT_CNS,ch4,kt,2025,23.379779548125,WTT,1.9288318127203128,0.696717430534125
Striving,AFRI_WEST,off-road,TRA_OT_AGR,ch4,kt,2025,3.0700720618750004,WTT,0.2532809451046875,0.09148814744387501
Striving,AFRI_WEST,off-road,TRA_OT_RAI,ch4,kt,2025,6.187376001625,WTT,0.5104585201340625,0.184383804848425
Striving,AFRI_WEST,off-road,TRA_OT_OTHER,ch4,kt,2025,0.8513959265900161,WTT,0.07024016394367633,0.025371598612382477
Striving,ASIA_STAN,off-road,TRA_OT_CNS,ch4,kt,2025,9.210216185625,WTT,0.7598428353140626,0.27446444233162504
Striving,ASIA_STAN,off-road,TRA_OT_AGR,ch4,kt,2025,4.487028398125,WTT,0.3701798428453125,0.133713446264125
Striving,ASIA_STAN,off-road,TRA_OT_RAI,ch4,kt,2025,2.17266638225,WTT,0.17924497653562502,0.06474545819105
Striving,ASIA_STAN,off-road,TRA_OT_OTHER,ch4,kt,2025,1.0076153626615787,WTT,0.08312826741958024,0.030026937807315048
Striving,BRAZ_WHOL,off-road,TRA_OT_CNS,ch4,kt,2025,2.503289527375,WTT,0.20652138600843753,0.07459802791577501
Striving,BRAZ_WHOL,off-road,TRA_OT_AGR,ch4,kt,2025,73.58726572925,WTT,6.070949422663126,2.1929005187316504
Striving,BRAZ_WHOL,off-road,TRA_OT_RAI,ch4,kt,2025,12.752607026250002,WTT,1.0520900796656252,0.38002768938225007
Striving,BRAZ_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2025,8.185898450149878,WTT,0.675336622137365,0.24393977381446638
Striving,CANA_WHOL,off-road,TRA_OT_CNS,ch4,kt,2025,54.788978335,WTT,4.520090712637501,1.632711554383
Striving,CANA_WHOL,off-road,TRA_OT_AGR,ch4,kt,2025,69.100237331125,WTT,5.700769579817813,2.059187072467525
Striving,CANA_WHOL,off-road,TRA_OT_RAI,ch4,kt,2025,25.505214052500005,WTT,2.1041801593312504,0.7600553787645001
Striving,CANA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2025,13.153676517225568,WTT,1.0851783126711094,0.3919795602133219
Striving,CEAM_REST,off-road,TRA_OT_CNS,ch4,kt,2025,7.368172948500001,WTT,0.6078742682512501,0.21957155386530003
Striving,CEAM_REST,off-road,TRA_OT_AGR,ch4,kt,2025,3.3062314512499995,WTT,0.27276409472812496,0.09852569724725
Striving,CEAM_REST,off-road,TRA_OT_RAI,ch4,kt,2025,0.0,WTT,0.0,0.0
Striving,CEAM_REST,off-road,TRA_OT_OTHER,ch4,kt,2025,1.4215968682512194,WTT,0.1172817416307256,0.04236358667388634
Striving,CENT_EURO,off-road,TRA_OT_CNS,ch4,kt,2025,8.501738017500001,WTT,0.70139338644375,0.25335179292150006
Striving,CENT_EURO,off-road,TRA_OT_AGR,ch4,kt,2025,30.559024985125003,WTT,2.521119561272813,0.9106589445567251
Striving,CENT_EURO,off-road,TRA_OT_RAI,ch4,kt,2025,5.337202199875,WTT,0.4403191814896875,0.159048625556275
Striving,CENT_EURO,off-road,TRA_OT_OTHER,ch4,kt,2025,0.2733840131252345,WTT,0.02255418108283185,0.008146843591131988
Striving,CHIN_PLUS,off-road,TRA_OT_CNS,ch4,kt,2025,461.738838106,WTT,38.09345414374501,13.7598173755588
Striving,CHIN_PLUS,off-road,TRA_OT_AGR,ch4,kt,2025,264.120661077,WTT,21.789954538852502,7.870795700094601
Striving,CHIN_PLUS,off-road,TRA_OT_RAI,ch4,kt,2025,51.38828312800001,WTT,4.239533358060001,1.5313708372144004
Striving,CHIN_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2025,68.41630202754082,WTT,5.644344917272118,2.038805800420717
Striving,INDI_WHOL,off-road,TRA_OT_CNS,ch4,kt,2025,127.19544711737501,WTT,10.493624387183438,3.7904243240977755
Striving,INDI_WHOL,off-road,TRA_OT_AGR,ch4,kt,2025,61.49590499325,WTT,5.073412161943126,1.8325779687988502
Striving,INDI_WHOL,off-road,TRA_OT_RAI,ch4,kt,2025,44.445197080375,WTT,3.6667287591309377,1.3244668729951752
Striving,INDI_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2025,8.467093435078691,WTT,0.6985352083939921,0.252319384365345
Striving,INDO_PLUS,off-road,TRA_OT_CNS,ch4,kt,2025,33.581865169125,WTT,2.7705038764528127,1.0007395820399252
Striving,INDO_PLUS,off-road,TRA_OT_AGR,ch4,kt,2025,23.427011426,WTT,1.9327284426450002,0.6981249404948001
Striving,INDO_PLUS,off-road,TRA_OT_RAI,ch4,kt,2025,0.0,WTT,0.0,0.0
Striving,INDO_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2025,8.396794688846489,WTT,0.6927355618298353,0.2502244817276254
Striving,JAPA_WHOL,off-road,TRA_OT_CNS,ch4,kt,2025,31.975981321375002,WTT,2.6380184590134377,0.9528842433769751
Striving,JAPA_WHOL,off-road,TRA_OT_AGR,ch4,kt,2025,38.116125445125,WTT,3.1445803492228124,1.1358605382647249
Striving,JAPA_WHOL,off-road,TRA_OT_RAI,ch4,kt,2025,0.991869435375,WTT,0.08182922841843751,0.029557709174175002
