timebounds,scenario,Vizcon Scenario,Pollutant Group,Actual Pollutant,Attributable Warming,Global Temperature Anomaly
1960.0,ssp119_N2O_Aviation_Current Commitments,Current Commitments,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_GHG Forward,GHG Forward,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_SLCP Forward,SLCP Forward,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
1960.0,ssp119_N2O_Aviation_zero,zero,non-CO2,N2O,0.0,0.32565858204732206
1960.0,ssp119_NOx aviation_Aviation_BAU,Historical Trends,non-CO2,NOx aviation,0.0009644950812133235,0.3256592443753807
1960.0,ssp119_NOx aviation_Aviation_Current Commitments,Current Commitments,non-CO2,NOx aviation,0.0009644950812133235,0.3256592443753807
1960.0,ssp119_NOx aviation_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,NOx aviation,3.228106166552891e-05,0.3247270303558329
1960.0,ssp119_NOx aviation_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,NOx aviation,0.0015675996354953536,0.3262623489296627
1960.0,ssp119_NOx aviation_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,NOx aviation,0.0009644950812133235,0.3256592443753807
1960.0,ssp119_NOx aviation_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,NOx aviation,3.228106166552891e-05,0.3247270303558329
1960.0,ssp119_NOx aviation_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,NOx aviation,0.0015675996354953536,0.3262623489296627
1960.0,ssp119_NOx aviation_Aviation_GHG Forward,GHG Forward,non-CO2,NOx aviation,0.0009644950812133235,0.3256592443753807
1960.0,ssp119_NOx aviation_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,NOx aviation,3.228106166552891e-05,0.3247270303558329
1960.0,ssp119_NOx aviation_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,NOx aviation,0.0015675996354953536,0.3262623489296627
1960.0,ssp119_NOx aviation_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,NOx aviation,3.228106166552891e-05,0.3247270303558329
1960.0,ssp119_NOx aviation_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,NOx aviation,0.0015675996354953536,0.3262623489296627
1960.0,ssp119_NOx aviation_Aviation_SLCP Forward,SLCP Forward,non-CO2,NOx aviation,0.0009644950812133235,0.3256592443753807
1960.0,ssp119_NOx aviation_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,NOx aviation,3.228106166552891e-05,0.3247270303558329
1960.0,ssp119_NOx aviation_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,NOx aviation,0.0015675996354953536,0.3262623489296627
1960.0,ssp119_NOx aviation_Aviation_zero,zero,non-CO2,NOx aviation,0.0,0.32469474929416736
1960.0,ssp119_SLCP Forward,SLCP Forward,non-CO2,All,0.00267250899639504,0.3256592443753807
1960.0,ssp119_SLCP Forward lower,SLCP Forward lower,non-CO2,All,0.000973538339222868,0.3239602737182085
1960.0,ssp119_SLCP Forward upper,SLCP Forward upper,non-CO2,All,0.004857087301397112,0.32784382268038276
1960.0,ssp119_Stratospheric water vapour_Aviation_BAU,Historical Trends,non-CO2,Stratospheric water vapour,0.00010778800729294158,0.3256592443753807
1960.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments,Current Commitments,non-CO2,Stratospheric water vapour,0.00010778800729294158,0.3256592443753807
1960.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Stratospheric water vapour,4.3529777090156596e-05,0.3255949861451779
1960.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Stratospheric water vapour,0.00017204625312161603,0.32572350262120936
1960.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Stratospheric water vapour,0.00010778800729294158,0.3256592443753807
1960.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Stratospheric water vapour,4.3529777090156596e-05,0.3255949861451779
1960.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Stratospheric water vapour,0.00017204625312161603,0.32572350262120936
1960.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward,GHG Forward,non-CO2,Stratospheric water vapour,0.00010778800729294158,0.3256592443753807
1960.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Stratospheric water vapour,4.3529777090156596e-05,0.3255949861451779
1960.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Stratospheric water vapour,0.00017204625312161603,0.32572350262120936
1960.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Stratospheric water vapour,4.3529777090156596e-05,0.3255949861451779
1960.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Stratospheric water vapour,0.00017204625312161603,0.32572350262120936
1960.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward,SLCP Forward,non-CO2,Stratospheric water vapour,0.00010778800729294158,0.3256592443753807
1960.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Stratospheric water vapour,4.3529777090156596e-05,0.3255949861451779
1960.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Stratospheric water vapour,0.00017204625312161603,0.32572350262120936
1960.0,ssp119_Stratospheric water vapour_Aviation_zero,zero,non-CO2,Stratospheric water vapour,0.0,0.32555145636808774
1960.0,ssp119_Sulfur_Aviation_BAU,Historical Trends,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Current Commitments,Current Commitments,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_GHG Forward,GHG Forward,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_SLCP Forward,SLCP Forward,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Sulfur,-0.00017074881637996198,0.3256592443753807
1960.0,ssp119_Sulfur_Aviation_zero,zero,non-CO2,Sulfur,0.0,0.32582999319176065
1960.0,ssp119_contrails_Aviation_BAU,Historical Trends,non-CO2,contrails,0.0008454005260964959,0.3256592443753807
1960.0,ssp119_contrails_Aviation_Current Commitments,Current Commitments,non-CO2,contrails,0.0008454005260964959,0.3256592443753807
1960.0,ssp119_contrails_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,contrails,0.00014290233129832242,0.3249567461805825
1960.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.0023626163263806843,0.3271764601756649
1960.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,0.0008454005260964959,0.3256592443753807
1960.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,0.00014290233129832242,0.3249567461805825
1960.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.0023626163263806843,0.3271764601756649
1960.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,0.0008454005260964959,0.3256592443753807
1960.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,0.00014290233129832242,0.3249567461805825
1960.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.0023626163263806843,0.3271764601756649
1960.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,0.00014290233129832242,0.3249567461805825
1960.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.0023626163263806843,0.3271764601756649
1960.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.0008454005260964959,0.3256592443753807
1960.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.00014290233129832242,0.3249567461805825
1960.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.0023626163263806843,0.3271764601756649
1960.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,0.3248138438492842
1960.0,ssp119_zero_tra,zero,,All,0.0,0.32298673537898565
1961.0,ssp119,,,,,0.33290092795916554
1961.0,ssp119_BAU,Historical Trends,non-CO2,All,0.0029278542866176815,0.33290092795916554
1961.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,5.0926851795585204e-05,0.33290092795916554
1961.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,0.33285000110736995
1961.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,0.00010680437236537665,0.33290092795916554
1961.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,0.33279412358680016
1961.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,0.0008610006258348846,0.33290092795916554
1961.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,0.33203992733333065
1961.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.0029278542866176815,0.33290092795916554
1961.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,0.001075548822572936,0.3310486224951208
1961.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.005316896441085406,0.33528997011363326
1961.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.0029278542866176815,0.33290092795916554
1961.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,0.001075548822572936,0.3310486224951208
1961.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.005316896441085406,0.33528997011363326
1961.0,ssp119_GHG Forward,GHG Forward,non-CO2,All,0.0029278542866176815,0.33290092795916554
1961.0,ssp119_GHG Forward lower,GHG Forward lower,non-CO2,All,0.001075548822572936,0.3310486224951208
1961.0,ssp119_GHG Forward upper,GHG Forward upper,non-CO2,All,0.005316896441085406,0.33528997011363326
1961.0,ssp119_Historical Trends lower,Historical Trends lower,non-CO2,All,0.001075548822572936,0.3310486224951208
1961.0,ssp119_Historical Trends upper,Historical Trends upper,non-CO2,All,0.005316896441085406,0.33528997011363326
1961.0,ssp119_N2O_Aviation_BAU,Historical Trends,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Current Commitments,Current Commitments,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_GHG Forward,GHG Forward,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
1961.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,7.327561430403584e-07,0.33290092795916554
