timebounds,scenario,Vizcon Scenario,Pollutant Group,Actual Pollutant,Attributable Warming,Global Temperature Anomaly
2010.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.04281867564165709,1.2401408661952664
2010.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,0.015321667791474924,1.2126438583450843
2010.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,0.002589908727859358,1.1999120992814687
2010.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.04281867564165709,1.2401408661952664
2010.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,0.015321667791474924,1.2126438583450843
2010.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,0.002589908727859358,1.1999120992814687
2010.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.04281867564165709,1.2401408661952664
2010.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,0.002589908727859358,1.1999120992814687
2010.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.04281867564165709,1.2401408661952664
2010.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.015321667791474924,1.2126438583450843
2010.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.002589908727859358,1.1999120992814687
2010.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.04281867564165709,1.2401408661952664
2010.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,1.1973221905536093
2010.0,ssp119_zero_tra,zero,,All,0.0,1.17299626169453
2011.0,ssp119,,,,,1.2623853920795902
2011.0,ssp119_BAU,Historical Trends,non-CO2,All,0.04102986022992927,1.2623853920795902
2011.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,0.00039540915804670007,1.2623853920795902
2011.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,1.2619899829215435
2011.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,0.0011899234068279974,1.2623853920795902
2011.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,1.2611954686727622
2011.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,0.015820305819343128,1.2623853920795902
2011.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,1.246565086260247
2011.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.04102986022992927,1.2623853920795902
2011.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,0.019563769660524644,1.2409193015101856
2011.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.0752813678121722,1.2966368996618332
2011.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.04102986022992927,1.2623853920795902
2011.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,0.019563769660524644,1.2409193015101856
2011.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.0752813678121722,1.2966368996618332
2011.0,ssp119_GHG Forward,GHG Forward,non-CO2,All,0.04102986022992927,1.2623853920795902
2011.0,ssp119_GHG Forward lower,GHG Forward lower,non-CO2,All,0.019563769660524644,1.2409193015101856
2011.0,ssp119_GHG Forward upper,GHG Forward upper,non-CO2,All,0.0752813678121722,1.2966368996618332
2011.0,ssp119_Historical Trends lower,Historical Trends lower,non-CO2,All,0.019563769660524644,1.2409193015101856
2011.0,ssp119_Historical Trends upper,Historical Trends upper,non-CO2,All,0.0752813678121722,1.2966368996618332
2011.0,ssp119_N2O_Aviation_BAU,Historical Trends,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Current Commitments,Current Commitments,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_GHG Forward,GHG Forward,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_SLCP Forward,SLCP Forward,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,N2O,1.2700297360668245e-05,1.2623853920795902
2011.0,ssp119_N2O_Aviation_zero,zero,non-CO2,N2O,0.0,1.2623726917822296
2011.0,ssp119_NOx aviation_Aviation_BAU,Historical Trends,non-CO2,NOx aviation,0.007866064166601516,1.2623853920795902
2011.0,ssp119_NOx aviation_Aviation_Current Commitments,Current Commitments,non-CO2,NOx aviation,0.007866064166601516,1.2623853920795902
2011.0,ssp119_NOx aviation_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,NOx aviation,0.00026327283542060265,1.2547826007484093
2011.0,ssp119_NOx aviation_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,NOx aviation,0.012784750272678558,1.2673040781856673
2011.0,ssp119_NOx aviation_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,NOx aviation,0.007866064166601516,1.2623853920795902
2011.0,ssp119_NOx aviation_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,NOx aviation,0.00026327283542060265,1.2547826007484093
2011.0,ssp119_NOx aviation_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,NOx aviation,0.012784750272678558,1.2673040781856673
2011.0,ssp119_NOx aviation_Aviation_GHG Forward,GHG Forward,non-CO2,NOx aviation,0.007866064166601516,1.2623853920795902
2011.0,ssp119_NOx aviation_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,NOx aviation,0.00026327283542060265,1.2547826007484093
2011.0,ssp119_NOx aviation_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,NOx aviation,0.012784750272678558,1.2673040781856673
2011.0,ssp119_NOx aviation_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,NOx aviation,0.00026327283542060265,1.2547826007484093
2011.0,ssp119_NOx aviation_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,NOx aviation,0.012784750272678558,1.2673040781856673
2011.0,ssp119_NOx aviation_Aviation_SLCP Forward,SLCP Forward,non-CO2,NOx aviation,0.007866064166601516,1.2623853920795902
2011.0,ssp119_NOx aviation_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,NOx aviation,0.00026327283542060265,1.2547826007484093
2011.0,ssp119_NOx aviation_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,NOx aviation,0.012784750272678558,1.2673040781856673
2011.0,ssp119_NOx aviation_Aviation_zero,zero,non-CO2,NOx aviation,0.0,1.2545193279129887
2011.0,ssp119_SLCP Forward,SLCP Forward,non-CO2,All,0.04102986022992927,1.2623853920795902
2011.0,ssp119_SLCP Forward lower,SLCP Forward lower,non-CO2,All,0.019563769660524644,1.2409193015101856
2011.0,ssp119_SLCP Forward upper,SLCP Forward upper,non-CO2,All,0.0752813678121722,1.2966368996618332
2011.0,ssp119_Stratospheric water vapour_Aviation_BAU,Historical Trends,non-CO2,Stratospheric water vapour,0.000879077869737177,1.2623853920795902
2011.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments,Current Commitments,non-CO2,Stratospheric water vapour,0.000879077869737177,1.2623853920795902
2011.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Stratospheric water vapour,0.00035501228045053956,1.2618613264903036
2011.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Stratospheric water vapour,0.0014031434512031815,1.2629094576610562
2011.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Stratospheric water vapour,0.000879077869737177,1.2623853920795902
2011.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Stratospheric water vapour,0.00035501228045053956,1.2618613264903036
2011.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Stratospheric water vapour,0.0014031434512031815,1.2629094576610562
2011.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward,GHG Forward,non-CO2,Stratospheric water vapour,0.000879077869737177,1.2623853920795902
2011.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Stratospheric water vapour,0.00035501228045053956,1.2618613264903036
2011.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Stratospheric water vapour,0.0014031434512031815,1.2629094576610562
2011.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Stratospheric water vapour,0.00035501228045053956,1.2618613264903036
2011.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Stratospheric water vapour,0.0014031434512031815,1.2629094576610562
2011.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward,SLCP Forward,non-CO2,Stratospheric water vapour,0.000879077869737177,1.2623853920795902
2011.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Stratospheric water vapour,0.00035501228045053956,1.2618613264903036
2011.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Stratospheric water vapour,0.0014031434512031815,1.2629094576610562
2011.0,ssp119_Stratospheric water vapour_Aviation_zero,zero,non-CO2,Stratospheric water vapour,0.0,1.261506314209853
2011.0,ssp119_Sulfur_Aviation_BAU,Historical Trends,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Current Commitments,Current Commitments,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_GHG Forward,GHG Forward,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_SLCP Forward,SLCP Forward,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Sulfur,-0.0011754665557732746,1.2623853920795902
2011.0,ssp119_Sulfur_Aviation_zero,zero,non-CO2,Sulfur,0.0,1.2635608586353635
2011.0,ssp119_contrails_Aviation_BAU,Historical Trends,non-CO2,contrails,0.016052649251827145,1.2623853920795902
2011.0,ssp119_contrails_Aviation_Current Commitments,Current Commitments,non-CO2,contrails,0.016052649251827145,1.2623853920795902
2011.0,ssp119_contrails_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,contrails,0.002713471424354408,1.2490462142521175
2011.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.044861485322622796,1.2911942281503859
2011.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,0.016052649251827145,1.2623853920795902
2011.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,0.002713471424354408,1.2490462142521175
2011.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.044861485322622796,1.2911942281503859
2011.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,0.016052649251827145,1.2623853920795902
2011.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,0.002713471424354408,1.2490462142521175
2011.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.044861485322622796,1.2911942281503859
2011.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,0.002713471424354408,1.2490462142521175
2011.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.044861485322622796,1.2911942281503859
2011.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.016052649251827145,1.2623853920795902
2011.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.002713471424354408,1.2490462142521175
2011.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.044861485322622796,1.2911942281503859
2011.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,1.246332742827763
2011.0,ssp119_zero_tra,zero,,All,0.0,1.221355531849661
2012.0,ssp119,,,,,1.284036123204815
2012.0,ssp119_BAU,Historical Trends,non-CO2,All,0.042454562230041404,1.284036123204815
2012.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,0.00040357277107960776,1.284036123204815
2012.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,1.2836325504337354
2012.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,0.0012120818496830221,1.284036123204815
2012.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,1.282824041355132
2012.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,0.016319332033504663,1.284036123204815
2012.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,1.2677167911713103
2012.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.042454562230041404,1.284036123204815
2012.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,0.0202060646896427,1.2617876256644163
2012.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.07815671662197299,1.3197382775967466
2012.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.042454562230041404,1.284036123204815
2012.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,0.0202060646896427,1.2617876256644163
2012.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.07815671662197299,1.3197382775967466
